"Id","Sales"
312,4845
313,5424
314,6960
315,6610
316,10781
317,10488
318,8066
319,7152
320,6789
321,12691
322,7998
323,5244
324,5483
325,8935
326,4808
327,7691
328,3300
329,5416
330,8601
331,7307
332,5696
333,10544
334,11034
335,13039
336,5839
337,11230
338,3165
339,5987
340,7148
341,5203
342,8510
343,5377
344,5303
345,8062
346,12484
347,10467
348,6222
349,5712
350,11259
351,8055
352,6177
353,5966
354,7512
355,11126
356,5051
357,6359
358,8857
359,7518
360,14107
361,7793
362,13791
363,8061
364,5666
365,4142
366,6641
367,7324
368,6599
369,8077
370,5644
371,4991
372,8445
373,3808
374,8385
375,7564
376,8862
377,9317
378,6535
379,9854
380,7028
381,6042
382,7026
383,5473
384,11979
385,7207
386,5670
387,8209
388,9021
389,7954
390,6807
391,8773
392,6046
393,6975
394,6674
395,9173
396,6732
397,7501
398,6661
399,5428
400,4359
401,6088
402,10424
403,9007
404,10639
405,11950
406,9126
407,7475
408,5396
409,11429
410,11904
411,8213
412,8819
413,9064
414,6876
415,4167
416,12191
417,8671
418,7160
419,6988
420,3275
421,12767
422,6748
423,5777
424,5183
425,5747
426,7183
427,8936
428,7381
429,5809
430,5614
431,4591
432,3671
857,4965
858,8356
859,11125
860,7166
861,7726
862,6409
863,8967
864,8769
865,6165
866,5598
867,7776
868,9615
869,7729
870,9679
871,6427
872,5493
873,6093
874,10819
875,12318
876,10095
877,7934
878,4365
879,6257
880,5304
881,8864
882,10951
883,11644
884,6541
885,5872
886,4680
887,6427
888,11173
889,6952
890,5601
891,6399
892,8309
893,3676
894,8269
895,4930
896,7777
897,7349
898,6303
899,8519
900,7919
901,6005
902,7108
903,8272
904,11213
905,6905
906,10077
907,7987
908,10371
909,7463
910,10270
911,5370
912,5023
913,6972
914,6368
915,9966
916,8373
917,6664
918,8212
919,8041
920,9368
921,3829
922,14628
923,4875
924,6987
925,9189
926,5799
927,7002
928,6493
929,7748
930,5625
931,6379
932,8717
933,8589
934,7906
935,6011
936,7862
937,12992
938,6992
939,4956
940,7466
941,6555
942,6605
943,8285
944,4334
945,8832
946,6663
947,7836
948,11439
949,4630
950,5761
951,6326
952,8905
953,10143
954,5832
955,5138
956,8271
957,6527
958,6771
959,8998
960,7698
961,9096
962,6241
963,5043
964,7133
965,8181
966,9551
967,8947
968,8704
969,6493
970,10093
971,6903
972,8046
973,9677
974,7392
975,10333
976,8971
977,8488
978,6263
979,7454
980,8639
981,7785
982,4650
983,6026
984,9228
985,6536
986,4510
987,8591
988,7545
989,6621
990,6490
991,6028
992,8086
993,7795
994,7613
995,5913
996,5964
997,7275
998,4451
999,6434
1000,6103
1001,9899
1002,9098
1003,7340
1004,13757
1005,6763
1006,5939
1007,11290
1008,8014
1009,9200
1010,8150
1011,5299
1012,6932
1013,6501
1014,7952
1015,12886
1016,6726
1017,3598
1018,5669
1019,9820
1020,9582
1021,7350
1022,7538
1023,5328
1024,5648
1025,3438
1026,5731
1027,6574
1028,8227
1029,7935
1030,7126
1031,8396
1032,10054
1033,8503
1034,5708
1035,11195
1036,12343
1037,6350
1038,9033
1039,5341
1040,6793
1041,4362
1042,8382
1043,5687
1044,10507
1045,7805
1046,9444
1047,8910
1048,5717
1049,10144
1050,20341
1051,11816
1052,6598
1053,3330
1054,6859
1055,8855
1056,6503
1057,13403
1058,19814
1059,4479
1060,5955
1061,8706
1062,5959
1063,10626
1064,7301
1065,8341
1066,5834
1067,7686
1068,7228
1069,7957
1070,11068
1071,6581
1072,6328
1073,8166
1074,6468
1075,5776
1076,8675
1077,6157
1078,6657
1079,7215
1080,7405
1081,7186
1082,8481
1083,8417
1084,9209
1085,9100
1086,8171
1087,5898
1088,4143
1089,7266
1090,7979
1091,6785
1092,5492
1093,10179
1094,8074
1095,9997
1096,8078
1097,6144
1098,5754
1099,4543
1100,10714
1101,5985
1102,8371
1103,15996
1104,8072
1105,7052
1106,5610
1107,4744
1108,7214
1109,4157
1110,6652
1111,11494
1112,5895
1113,17813
1114,16210
1115,5829
1116,7921
1117,5864
1118,7260
1119,6007
1120,12141
1121,7642
1122,10539
1123,5326
1124,7812
1125,5363
1126,9360
1127,7267
1128,6734
1129,6833
1130,7117
1131,8891
1132,9942
1133,6735
1134,10797
1135,7036
1136,10389
1137,5715
1138,6366
1139,5760
1140,12279
1141,6911
1142,7989
1143,7667
1144,9820
1145,4936
1146,9270
1147,6863
1148,4600
1149,16461
1150,18494
1151,8172
1152,7928
1153,10980
1154,11164
1155,12618
1156,5841
1157,7259
1158,6216
1159,9318
1160,3879
1161,6373
1162,6480
1163,6636
1164,8447
1165,6361
1166,5235
1167,7809
1168,4670
1169,5558
1170,6767
1171,7404
1172,10506
1173,10400
1174,8337
1175,6756
1176,6713
1177,12515
1178,8311
1179,5548
1180,5468
1181,8893
1182,4833
1183,7794
1184,3375
1185,5885
1186,8746
1187,7251
1188,5633
1189,10232
1190,10349
1191,13701
1192,5560
1193,10693
1194,3427
1195,6235
1196,7017
1197,5073
1198,8596
1199,5633
1200,5428
1201,8458
1202,12991
1203,9007
1204,6217
1205,5567
1206,13806
1207,8375
1208,6192
1209,5858
1210,7535
1211,11183
1212,5328
1213,6813
1214,9125
1215,8150
1216,13925
1217,7545
1218,14119
1219,7983
1220,5654
1221,3995
1222,6891
1223,7060
1224,6439
1225,7506
1226,5685
1227,4856
1228,8233
1229,3996
1230,8401
1231,7629
1232,8945
1233,9379
1234,6295
1235,9960
1236,7122
1237,6130
1238,6535
1239,6009
1240,12119
1241,7102
1242,5832
1243,8991
1244,8779
1245,7911
1246,7145
1247,9390
1248,6046
1249,6720
1250,6793
1251,8926
1252,6585
1253,7230
1254,6749
1255,5433
1256,4572
1257,5669
1258,10039
1259,8122
1260,10769
1261,12046
1262,8817
1263,7723
1264,5493
1265,11596
1266,11996
1267,8303
1268,9141
1269,9051
1270,7004
1271,4330
1272,11684
1273,8965
1274,7339
1275,7132
1276,3464
1277,12986
1278,6683
1279,5899
1280,4959
1281,5671
1282,7445
1283,9736
1284,7009
1285,6025
1286,5578
1287,5178
1288,3596
1713,5055
1714,8960
1715,12939
1716,8352
1717,8261
1718,6740
1719,9110
1720,9133
1721,6212
1722,6176
1723,8115
1724,10315
1725,8308
1726,10297
1727,7057
1728,5768
1729,6292
1730,11115
1731,12559
1732,11025
1733,8437
1734,5101
1735,6337
1736,5711
1737,9225
1738,11573
1739,11750
1740,6935
1741,6399
1742,5045
1743,6369
1744,11339
1745,7477
1746,5517
1747,6683
1748,8544
1749,3866
1750,8252
1751,5007
1752,7708
1753,7349
1754,6665
1755,8724
1756,8376
1757,5929
1758,8119
1759,8142
1760,11207
1761,6897
1762,10700
1763,7641
1764,10667
1765,7768
1766,10932
1767,6145
1768,5917
1769,7363
1770,6408
1771,10168
1772,8722
1773,7256
1774,8614
1775,8153
1776,10131
1777,4021
1778,14905
1779,5126
1780,7390
1781,9485
1782,6054
1783,7319
1784,7475
1785,8213
1786,5779
1787,6412
1788,8584
1789,8740
1790,8522
1791,6301
1792,8203
1793,12937
1794,7462
1795,5210
1796,7605
1797,6602
1798,6754
1799,8314
1800,4779
1801,9168
1802,7013
1803,8221
1804,11778
1805,5365
1806,6098
1807,6464
1808,9408
1809,10472
1810,5990
1811,5387
1812,8424
1813,6573
1814,6947
1815,9306
1816,8086
1817,9429
1818,6628
1819,5268
1820,7678
1821,8172
1822,9755
1823,9113
1824,8740
1825,6713
1826,10282
1827,7482
1828,8650
1829,10073
1830,7465
1831,11031
1832,8608
1833,9068
1834,6477
1835,7778
1836,9147
1837,8480
1838,4859
1839,6265
1840,9761
1841,6686
1842,4751
1843,9552
1844,7705
1845,6612
1846,6742
1847,6647
1848,8943
1849,7944
1850,8343
1851,6050
1852,6435
1853,7578
1854,4752
1855,7944
1856,6346
1857,10007
1858,9495
1859,7542
1860,13863
1861,6728
1862,5774
1863,11612
1864,7929
1865,9280
1866,8275
1867,5144
1868,7188
1869,6744
1870,8696
1871,13839
1872,7922
1873,3608
1874,5597
1875,10137
1876,9932
1877,7566
1878,7831
1879,5400
1880,6359
1881,3760
1882,5983
1883,6787
1884,8200
1885,8375
1886,7402
1887,8434
1888,10207
1889,8658
1890,5668
1891,11606
1892,13160
1893,7005
1894,9307
1895,5479
1896,6984
1897,4715
1898,8956
1899,5947
1900,10708
1901,8049
1902,9735
1903,9309
1904,5877
1905,10592
1906,21041
1907,12351
1908,7468
1909,3407
1910,6881
1911,9571
1912,6697
1913,13632
1914,19943
1915,4410
1916,6740
1917,8685
1918,5989
1919,11602
1920,8169
1921,8934
1922,5864
1923,8007
1924,7465
1925,8434
1926,11423
1927,6484
1928,6319
1929,8447
1930,7001
1931,5782
1932,8936
1933,6264
1934,6853
1935,8097
1936,8391
1937,7439
1938,9277
1939,8966
1940,9484
1941,9457
1942,8738
1943,6038
1944,4154
1945,7493
1946,8462
1947,6943
1948,5984
1949,10574
1950,8478
1951,10772
1952,8363
1953,6585
1954,6198
1955,4857
1956,11482
1957,5964
1958,8544
1959,16988
1960,8165
1961,7678
1962,5507
1963,5142
1964,7798
1965,4222
1966,7100
1967,11846
1968,5914
1969,19713
1970,16934
1971,5809
1972,8224
1973,5990
1974,7743
1975,6299
1976,12169
1977,7902
1978,11801
1979,5750
1980,8086
1981,5223
1982,9407
1983,7618
1984,7144
1985,6880
1986,7218
1987,9125
1988,10576
1989,6602
1990,11158
1991,6927
1992,11083
1993,6181
1994,6381
1995,5998
1996,12351
1997,7014
1998,8088
1999,7874
2000,10349
2001,4840
2002,10032
2003,7530
2004,4837
2005,16795
2006,18638
2007,8270
2008,8290
2009,11540
2010,11899
2011,13308
2012,7000
2013,8041
2014,6493
2015,9627
2016,4302
2017,6984
2018,6589
2019,6831
2020,8971
2021,6663
2022,5853
2023,8114
2024,4744
2025,5583
2026,7090
2027,7388
2028,10650
2029,10558
2030,8778
2031,6726
2032,6810
2033,13131
2034,8945
2035,6160
2036,5504
2037,8763
2038,4855
2039,7748
2040,3619
2041,6255
2042,9545
2043,7241
2044,5636
2045,10091
2046,10540
2047,14385
2048,7083
2049,10674
2050,3659
2051,6461
2052,7130
2053,5194
2054,8670
2055,6295
2056,5618
2057,9052
2058,13620
2059,8884
2060,6316
2061,6239
2062,13016
2063,7698
2064,6793
2065,6036
2066,7682
2067,12755
2068,5140
2069,7367
2070,9235
2071,8825
2072,15003
2073,7228
2074,14642
2075,8005
2076,5790
2077,4441
2078,7414
2079,7182
2080,6689
2081,7323
2082,5754
2083,5275
2084,8345
2085,4231
2086,8683
2087,7881
2088,9281
2089,9883
2090,6406
2091,10640
2092,7269
2093,6071
2094,6744
2095,5847
2096,12457
2097,7411
2098,6071
2099,9233
2100,9034
2101,8314
2102,7867
2103,9809
2104,6187
2105,6820
2106,7043
2107,8673
2108,7399
2109,7658
2110,7067
2111,5481
2112,4849
2113,5673
2114,10061
2115,10049
2116,10942
2117,12806
2118,9187
2119,8255
2120,5691
2121,11727
2122,12630
2123,8500
2124,9992
2125,10841
2126,7190
2127,4957
2128,11608
2129,9064
2130,7823
2131,7486
2132,3744
2133,13638
2134,6648
2135,6348
2136,5118
2137,5790
2138,7762
2139,10775
2140,6998
2141,6252
2142,5648
2143,5092
2144,3731
2569,5214
2570,9703
2571,14511
2572,10166
2573,9798
2574,7362
2575,9632
2576,10515
2577,7402
2578,7126
2579,9014
2580,11056
2581,9682
2582,11414
2583,8419
2584,6533
2585,7793
2586,12946
2587,12730
2588,12398
2589,11383
2590,5284
2591,6924
2592,6564
2593,9950
2594,14336
2595,12367
2596,9166
2597,7989
2598,5030
2599,7970
2600,12296
2601,8328
2602,6531
2603,8627
2604,8928
2605,4257
2606,9327
2607,6216
2608,9221
2609,9155
2610,7683
2611,9538
2612,10526
2613,6547
2614,8798
2615,9536
2616,12716
2617,7353
2618,11777
2619,7832
2620,11211
2621,9211
2622,12646
2623,8250
2624,6807
2625,8121
2626,7128
2627,12617
2628,10774
2629,8291
2630,10154
2631,8855
2632,11904
2633,4321
2634,16238
2635,5452
2636,8060
2637,10200
2638,6456
2639,9276
2640,8871
2641,9865
2642,6545
2643,7420
2644,9127
2645,9370
2646,10328
2647,6823
2648,9125
2649,15353
2650,8111
2651,5741
2652,8782
2653,6990
2654,8265
2655,9148
2656,5521
2657,12141
2658,7645
2659,9400
2660,16064
2661,5333
2662,6775
2663,8177
2664,10969
2665,11535
2666,6233
2667,6180
2668,9366
2669,7458
2670,8598
2671,10580
2672,8969
2673,9948
2674,7279
2675,5786
2676,9273
2677,9973
2678,10104
2679,10922
2680,10735
2681,7574
2682,12308
2683,8457
2684,10329
2685,12158
2686,9162
2687,11932
2688,8580
2689,11435
2690,7128
2691,8039
2692,10848
2693,10717
2694,5143
2695,6844
2696,11517
2697,7099
2698,5232
2699,11867
2700,7969
2701,6948
2702,7148
2703,8653
2704,10218
2705,9023
2706,10502
2707,7167
2708,7868
2709,8618
2710,5409
2711,8622
2712,7972
2713,10361
2714,10049
2715,8155
2716,15707
2717,7999
2718,6085
2719,12642
2720,8687
2721,11368
2722,8414
2723,5699
2724,8183
2725,7351
2726,9993
2727,17033
2728,11135
2729,3907
2730,6132
2731,11653
2732,11975
2733,8840
2734,8868
2735,5646
2736,7198
2737,4222
2738,6231
2739,7618
2740,9531
2741,8885
2742,7741
2743,8962
2744,11200
2745,9341
2746,6696
2747,12115
2748,17136
2749,8526
2750,9550
2751,6418
2752,7857
2753,6700
2754,10283
2755,7956
2756,11252
2757,8561
2758,11861
2759,10066
2760,6488
2761,13661
2762,22205
2763,14889
2764,9313
2765,3838
2766,7799
2767,10712
2768,7888
2769,14074
2770,21081
2771,4714
2772,9040
2773,9745
2774,6812
2775,14011
2776,10073
2777,10955
2778,6207
2779,9185
2780,8497
2781,9570
2782,17052
2783,7114
2784,7059
2785,9323
2786,8079
2787,6444
2788,9826
2789,8162
2790,8305
2791,9774
2792,9338
2793,8101
2794,10179
2795,10389
2796,11694
2797,13783
2798,8973
2799,6376
2800,4875
2801,7666
2802,9064
2803,8660
2804,7014
2805,11177
2806,10050
2807,18015
2808,8675
2809,7917
2810,7526
2811,5794
2812,14036
2813,7080
2814,9398
2815,18408
2816,9087
2817,8428
2818,6452
2819,5815
2820,9148
2821,4545
2822,7817
2823,12212
2824,6529
2825,23738
2826,17621
2827,6468
2828,9054
2829,6093
2830,9031
2831,6691
2832,13039
2833,9177
2834,13402
2835,6628
2836,8469
2837,5616
2838,9941
2839,9097
2840,8550
2841,7686
2842,7511
2843,11172
2844,11681
2845,6949
2846,13905
2847,7556
2848,12236
2849,6297
2850,7248
2851,7797
2852,15514
2853,8108
2854,9340
2855,9768
2856,12372
2857,5257
2858,10169
2859,8266
2860,5561
2861,18128
2862,19368
2863,10779
2864,10246
2865,12412
2866,13917
2867,14107
2868,9100
2869,10490
2870,7665
2871,10640
2872,4615
2873,7969
2874,7689
2875,7514
2876,9835
2877,7591
2878,7656
2879,9080
2880,5631
2881,6357
2882,7420
2883,8879
2884,13459
2885,12165
2886,9833
2887,7721
2888,7418
2889,14840
2890,9769
2891,7549
2892,6615
2893,9999
2894,5142
2895,8947
2896,4044
2897,6713
2898,11410
2899,8755
2900,7101
2901,11735
2902,11360
2903,15598
2904,9442
2905,12045
2906,4139
2907,7119
2908,7624
2909,6077
2910,8999
2911,7852
2912,6261
2913,10876
2914,14619
2915,9819
2916,6871
2917,7299
2918,17293
2919,8081
2920,7380
2921,7495
2922,9010
2923,13978
2924,5636
2925,8306
2926,11356
2927,10745
2928,15567
2929,8367
2930,15376
2931,8970
2932,6175
2933,5045
2934,8220
2935,8390
2936,8212
2937,8341
2938,6603
2939,6741
2940,9378
2941,4969
2942,9025
2943,9377
2944,10208
2945,11695
2946,7723
2947,11156
2948,7565
2949,6721
2950,6783
2951,6844
2952,13001
2953,8394
2954,6453
2955,11044
2956,11115
2957,9579
2958,9100
2959,11300
2960,6584
2961,6900
2962,8010
2963,9351
2964,8443
2965,8826
2966,9500
2967,6710
2968,5354
2969,6136
2970,11286
2971,14730
2972,11740
2973,14877
2974,10726
2975,10116
2976,5930
2977,12045
2978,14455
2979,10762
2980,11390
2981,11858
2982,7488
2983,5849
2984,12151
2985,10952
2986,9375
2987,7978
2988,4478
2989,15203
2990,7584
2991,6964
2992,5497
2993,6339
2994,8063
2995,13670
2996,7782
2997,6533
2998,6614
2999,5952
3000,3874
3425,0
3426,0
3427,0
3428,0
3429,0
3430,0
3431,0
3432,0
3433,0
3434,0
3435,0
3436,0
3437,0
3438,0
3439,0
3440,0
3441,0
3442,0
3443,0
3444,0
3445,0
3446,0
3447,0
3448,0
3449,0
3450,0
3451,0
3452,0
3453,0
3454,0
3455,0
3456,0
3457,0
3458,0
3459,0
3460,0
3461,0
3462,0
3463,0
3464,0
3465,0
3466,0
3467,0
3468,0
3469,0
3470,0
3471,0
3472,0
3473,0
3474,0
3475,0
3476,0
3477,0
3478,0
3479,0
3480,0
3481,0
3482,0
3483,0
3484,0
3485,0
3486,0
3487,0
3488,0
3489,0
3490,0
3491,0
3492,0
3493,0
3494,0
3495,0
3496,0
3497,0
3498,0
3499,0
3500,0
3501,0
3502,0
3503,0
3504,0
3505,0
3506,0
3507,0
3508,0
3509,0
3510,0
3511,0
3512,0
3513,0
3514,0
3515,0
3516,4828
3517,0
3518,0
3519,0
3520,0
3521,0
3522,0
3523,0
3524,0
3525,0
3526,0
3527,0
3528,0
3529,0
3530,0
3531,0
3532,0
3533,0
3534,0
3535,0
3536,0
3537,0
3538,0
3539,0
3540,0
3541,0
3542,0
3543,0
3544,0
3545,0
3546,0
3547,0
3548,0
3549,0
3550,0
3551,0
3552,0
3553,0
3554,0
3555,0
3556,0
3557,0
3558,0
3559,0
3560,0
3561,0
3562,0
3563,0
3564,0
3565,0
3566,0
3567,0
3568,0
3569,0
3570,0
3571,0
3572,0
3573,0
3574,0
3575,0
3576,0
3577,0
3578,0
3579,0
3580,0
3581,0
3582,0
3583,0
3584,2424
3585,0
3586,0
3587,0
3588,0
3589,0
3590,0
3591,0
3592,0
3593,0
3594,0
3595,0
3596,0
3597,0
3598,0
3599,0
3600,0
3601,0
3602,0
3603,0
3604,0
3605,0
3606,0
3607,0
3608,0
3609,0
3610,0
3611,0
3612,0
3613,0
3614,0
3615,0
3616,0
3617,0
3618,0
3619,0
3620,0
3621,0
3622,0
3623,0
3624,0
3625,17022
3626,28224
3627,0
3628,0
3629,0
3630,0
3631,0
3632,0
3633,0
3634,9466
3635,0
3636,0
3637,0
3638,0
3639,0
3640,0
3641,0
3642,0
3643,0
3644,0
3645,0
3646,0
3647,0
3648,0
3649,0
3650,0
3651,0
3652,0
3653,4994
3654,0
3655,0
3656,0
3657,0
3658,0
3659,0
3660,0
3661,0
3662,0
3663,2859
3664,0
3665,0
3666,0
3667,0
3668,0
3669,0
3670,0
3671,0
3672,0
3673,0
3674,0
3675,0
3676,0
3677,0
3678,0
3679,0
3680,0
3681,8330
3682,0
3683,0
3684,0
3685,0
3686,0
3687,0
3688,0
3689,0
3690,0
3691,0
3692,0
3693,0
3694,0
3695,0
3696,0
3697,0
3698,9344
3699,0
3700,0
3701,0
3702,0
3703,0
3704,0
3705,0
3706,0
3707,0
3708,0
3709,0
3710,0
3711,0
3712,0
3713,0
3714,0
3715,0
3716,0
3717,0
3718,0
3719,0
3720,0
3721,0
3722,0
3723,0
3724,0
3725,0
3726,0
3727,0
3728,0
3729,0
3730,0
3731,0
3732,0
3733,0
3734,0
3735,0
3736,0
3737,0
3738,0
3739,0
3740,0
3741,0
3742,0
3743,0
3744,0
3745,0
3746,0
3747,0
3748,0
3749,0
3750,0
3751,0
3752,0
3753,0
3754,0
3755,0
3756,0
3757,0
3758,0
3759,0
3760,1705
3761,0
3762,0
3763,0
3764,0
3765,0
3766,0
3767,0
3768,0
3769,0
3770,0
3771,0
3772,0
3773,0
3774,6051
3775,0
3776,0
3777,0
3778,0
3779,0
3780,0
3781,0
3782,0
3783,0
3784,0
3785,0
3786,0
3787,0
3788,0
3789,0
3790,0
3791,0
3792,0
3793,0
3794,0
3795,0
3796,0
3797,0
3798,0
3799,0
3800,0
3801,0
3802,0
3803,0
3804,0
3805,0
3806,0
3807,0
3808,0
3809,0
3810,0
3811,0
3812,0
3813,0
3814,0
3815,0
3816,0
3817,7662
3818,0
3819,0
3820,0
3821,0
3822,0
3823,0
3824,0
3825,0
3826,0
3827,2148
3828,0
3829,0
3830,0
3831,6556
3832,0
3833,0
3834,0
3835,0
3836,0
3837,0
3838,0
3839,0
3840,0
3841,0
3842,0
3843,0
3844,0
3845,0
3846,0
3847,0
3848,0
3849,0
3850,0
3851,0
3852,0
3853,0
3854,0
3855,0
3856,0
4281,4683
4282,4746
4283,7573
4284,3729
4285,6610
4286,5085
4287,6455
4288,6209
4289,4534
4290,3482
4291,6065
4292,6340
4293,4802
4294,6605
4295,5290
4296,3890
4297,4597
4298,7735
4299,8943
4300,6893
4301,6899
4302,3565
4303,5471
4304,2930
4305,8260
4306,7808
4307,10915
4308,6087
4309,3164
4310,4806
4311,6010
4312,7818
4313,4376
4314,5468
4315,5338
4316,5576
4317,2603
4318,7608
4319,4401
4320,7707
4321,6560
4322,4106
4323,8766
4324,6634
4325,5259
4326,4089
4327,7874
4328,10054
4329,6436
4330,6175
4331,8490
4332,8068
4333,5919
4334,6979
4335,2750
4336,2835
4337,4996
4338,6098
4339,8617
4340,7837
4341,4503
4342,8552
4343,9372
4344,5634
4345,2775
4346,10660
4347,3274
4348,4867
4349,7435
4350,4420
4351,5773
4352,3517
4353,5466
4354,4965
4355,5827
4356,8426
4357,7111
4358,5473
4359,3892
4360,7425
4361,13275
4362,5336
4363,3356
4364,6690
4365,6113
4366,7229
4367,9905
4368,2564
4369,7944
4370,4574
4371,6015
4372,10266
4373,3009
4374,4269
4375,5494
4376,7865
4377,7942
4378,4430
4379,4469
4380,7575
4381,6435
4382,5253
4383,7043
4384,5021
4385,6719
4386,4486
4387,3549
4388,5411
4389,6507
4390,6538
4391,7138
4392,7860
4393,4281
4394,8438
4395,3552
4396,4005
4397,8001
4398,7164
4399,7053
4400,9644
4401,6806
4402,4959
4403,6418
4404,7657
4405,4713
4406,3092
4407,5518
4408,5401
4409,5525
4410,3376
4411,5565
4412,7127
4413,6268
4414,6109
4415,3414
4416,6561
4417,6996
4418,4088
4419,5427
4420,3730
4421,5497
4422,3759
4423,4532
4424,5114
4425,7525
4426,6886
4427,7849
4428,16488
4429,4189
4430,5181
4431,9833
4432,5693
4433,7973
4434,6547
4435,5189
4436,6554
4437,5025
4438,5079
4439,8398
4440,5803
4441,2823
4442,3643
4443,7847
4444,9672
4445,6259
4446,6052
4447,4360
4448,2765
4449,2063
4450,3736
4451,5528
4452,7429
4453,5524
4454,4688
4455,7756
4456,8004
4457,7293
4458,5109
4459,8641
4460,9558
4461,3886
4462,5935
4463,4957
4464,6171
4465,3169
4466,5423
4467,4653
4468,9068
4469,5962
4470,7529
4471,7222
4472,4705
4473,8358
4474,17675
4475,9080
4476,4056
4477,3478
4478,6455
4479,7462
4480,5044
4481,10191
4482,17290
4483,5548
4484,3152
4485,10739
4486,3513
4487,7111
4488,3924
4489,6081
4490,0
4491,6830
4492,5375
4493,5354
4494,10630
4495,5952
4496,6073
4497,7680
4498,5891
4499,6552
4500,9311
4501,4990
4502,6003
4503,4195
4504,4321
4505,5706
4506,5344
4507,5437
4508,8282
4509,10408
4510,7831
4511,4438
4512,4117
4513,4630
4514,5455
4515,6689
4516,3559
4517,7258
4518,5559
4519,7900
4520,5619
4521,4443
4522,3666
4523,2796
4524,8877
4525,6482
4526,6213
4527,12494
4528,7479
4529,4847
4530,5930
4531,2789
4532,4498
4533,3808
4534,4151
4535,8480
4536,4831
4537,9196
4538,11228
4539,6258
4540,5811
4541,4516
4542,5120
4543,4646
4544,10761
4545,5878
4546,7130
4547,3540
4548,5656
4549,5552
4550,7957
4551,6763
4552,5564
4553,6529
4554,5357
4555,8503
4556,7031
4557,6868
4558,9023
4559,6970
4560,8498
4561,3796
4562,5643
4563,4652
4564,9083
4565,7316
4566,6941
4567,6288
4568,8274
4569,4798
4570,6853
4571,6260
4572,3190
4573,13283
4574,16525
4575,7335
4576,6350
4577,7354
4578,8187
4579,8414
4580,3377
4581,4273
4582,5462
4583,8501
4584,2562
4585,4520
4586,5498
4587,5307
4588,5602
4589,3880
4590,3175
4591,7647
4592,4258
4593,4923
4594,5731
4595,4965
4596,9568
4597,13144
4598,5541
4599,7452
4600,6215
4601,10279
4602,5330
4603,3103
4604,5380
4605,11924
4606,4103
4607,7123
4608,2178
4609,3665
4610,6275
4611,6622
4612,5021
4613,9422
4614,8977
4615,8824
4616,3811
